dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon-sports-and-outdoors,valid,20907,10,9,18972,7342,0.0786282941699028,0.12110588699579239,-0.04247759282588959,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,20907,10,10,270116,7342,0.07221581786870956,0.13347628712654114,-0.061260469257831573,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,24953,2,1,327611,110287,0.09758113324642181,0.10121873766183853,-0.0036376044154167175,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,24953,2,2,256724,110287,0.13944894075393677,0.11159136146306992,0.027857579290866852,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,26315,4,1,273930,107479,0.06252943724393845,0.07346690446138382,-0.010937467217445374,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,26315,4,2,151165,107479,0.18205811083316803,0.07522238045930862,0.1068357303738594,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,26315,4,3,57875,107479,0.0988444909453392,0.10442762076854706,-0.005583129823207855,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,26315,4,4,73827,107479,0.054098330438137054,0.09945645928382874,-0.04535812884569168,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,26487,4,1,25096,14663,0.28822726011276245,0.17025813460350037,0.11796912550926208,1.0,0.15,0.85,0
amazon-sports-and-outdoors,valid,26487,4,2,114274,14663,0.103204146027565,0.14574508368968964,-0.042540937662124634,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,26487,4,3,4749,14663,0.18550977110862732,0.13573740422725677,0.049772366881370544,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,26487,4,4,53885,14663,0.1338788866996765,0.12086252868175507,0.013016358017921448,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,34522,6,1,16498,80272,0.18936461210250854,0.11998293548822403,0.06938167661428452,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,34522,6,2,198957,80272,0.14291107654571533,0.1021101102232933,0.04080096632242203,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,34522,6,3,60999,80272,0.13500413298606873,0.11357519775629044,0.02142893522977829,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,34522,6,4,11670,80272,0.05366072431206703,0.12088616192340851,-0.06722543761134148,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,34522,6,5,19337,80272,0.05219430476427078,0.12740853428840637,-0.07521422952413559,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,34522,6,6,198956,80272,0.077487513422966,0.12080266326665878,-0.04331514984369278,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,38415,6,1,35519,185318,0.11006498336791992,0.12154563516378403,-0.011480651795864105,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,38415,6,2,44436,185318,0.15599432587623596,0.11997227370738983,0.03602205216884613,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,38415,6,3,17518,185318,0.08837799727916718,0.12279549986124039,-0.03441750258207321,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,38415,6,4,17518,185318,0.08837799727916718,0.12659497559070587,-0.038216978311538696,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,38415,6,5,245694,185318,0.11812743544578552,0.11229387670755386,0.005833558738231659,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,38415,6,6,148230,185318,0.13347142934799194,0.12102138996124268,0.012450039386749268,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,44226,3,1,5068,33586,0.1561148762702942,0.11133603751659393,0.044778838753700256,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,44226,3,2,39925,33586,0.15607212483882904,0.11067129671573639,0.04540082812309265,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,44226,3,3,81671,33586,0.052772536873817444,0.14155520498752594,-0.0887826681137085,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,44584,13,1,249537,4068,0.10875201225280762,0.12284330278635025,-0.014091290533542633,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,44584,13,2,320080,4068,0.17213737964630127,0.12105505168437958,0.05108232796192169,1.0,0.3,0.7,0
amazon-sports-and-outdoors,valid,44584,13,3,320079,4068,0.10984869301319122,0.12216738611459732,-0.012318693101406097,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,44584,13,4,90690,4068,0.07746182382106781,0.1507219523191452,-0.07326012849807739,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,44584,13,5,203618,4068,0.06453921645879745,0.1343858242034912,-0.06984660774469376,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,44584,13,6,42897,4068,0.11645375192165375,0.11853375285863876,-0.002080000936985016,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,44584,13,7,320078,4068,0.024646321311593056,0.124972864985466,-0.10032654367387295,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,44584,13,8,173437,4068,0.07950684428215027,0.1488494724035263,-0.06934262812137604,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,44584,13,9,127,4068,0.15475764870643616,0.13520871102809906,0.019548937678337097,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,44584,13,10,4879,4068,0.18013033270835876,0.12983134388923645,0.050298988819122314,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,44584,13,11,182207,4068,0.10442633926868439,0.13847856223583221,-0.03405222296714783,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,44584,13,12,104724,4068,0.08119933307170868,0.1314888745546341,-0.050289541482925415,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,44584,13,13,131364,4068,0.13546374440193176,0.12203669548034668,0.013427048921585083,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,50087,3,1,20208,73348,0.1249128058552742,0.14117547869682312,-0.01626267284154892,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,50087,3,2,55222,73348,0.08208213746547699,0.1400085687637329,-0.05792643129825592,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,50087,3,3,41126,73348,0.0468863919377327,0.1606363207101822,-0.1137499287724495,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,58928,2,1,697,697,1.0,0.12377526611089706,0.8762247338891029,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,58928,2,2,697,697,1.0,0.1215440183877945,0.8784559816122055,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,60405,2,1,59460,37110,0.15380918979644775,0.1278533935546875,0.025955796241760254,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,60405,2,2,132851,37110,0.10625065118074417,0.12476442009210587,-0.018513768911361694,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,74464,6,1,111123,23259,0.18728944659233093,0.15662196278572083,0.030667483806610107,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,74464,6,2,20018,23259,0.23083952069282532,0.1710038185119629,0.05983570218086243,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,74464,6,3,8373,23259,0.14319822192192078,0.16042649745941162,-0.017228275537490845,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,74464,6,4,110627,23259,0.13042248785495758,0.17615635693073273,-0.045733869075775146,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,74464,6,5,15403,23259,0.10079734027385712,0.16854164004325867,-0.06774429976940155,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,74464,6,6,6209,23259,0.1180877536535263,0.15866997838020325,-0.04058222472667694,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,77119,3,1,337334,83892,0.05485899746417999,0.10126067698001862,-0.04640167951583862,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,77119,3,2,9639,83892,0.1396448016166687,0.10920226573944092,0.030442535877227783,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,77119,3,3,58853,83892,0.1187361553311348,0.11579892784357071,0.002937227487564087,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,84349,12,1,173932,50966,0.14360570907592773,0.07456924021244049,0.06903646886348724,1.0,0.15,0.85,0
amazon-sports-and-outdoors,valid,84349,12,2,223404,50966,0.06774581223726273,0.05584289878606796,0.011902913451194763,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,84349,12,3,11095,50966,0.13859522342681885,0.0471554771065712,0.09143974632024765,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,84349,12,4,175639,50966,0.04054602235555649,0.049886852502822876,-0.009340830147266388,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,5,3729,50966,0.07521183043718338,0.0538211464881897,0.021390683948993683,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,6,198428,50966,0.12850265204906464,0.04905012249946594,0.0794525295495987,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,84349,12,7,40614,50966,0.051475316286087036,0.062018997967243195,-0.010543681681156158,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,8,181752,50966,0.04592849314212799,0.05483901500701904,-0.008910521864891052,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,84349,12,9,25013,50966,0.05776180326938629,0.06890559941530228,-0.011143796145915985,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,10,1243,50966,0.058269672095775604,0.05904468148946762,-0.0007750093936920166,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,11,114396,50966,0.1036556139588356,0.061575017869472504,0.0420805960893631,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,84349,12,12,1216,50966,0.027305185794830322,0.06953330338001251,-0.04222811758518219,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,85798,5,1,397392,3092,0.3829646110534668,0.14606668055057526,0.23689793050289154,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,85798,5,2,20218,3092,0.17336228489875793,0.15369929373264313,0.019662991166114807,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,85798,5,3,30943,3092,0.13292941451072693,0.11318016052246094,0.01974925398826599,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,85798,5,4,8601,3092,0.11310272663831711,0.14286431670188904,-0.02976159006357193,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,85798,5,5,77250,3092,0.22376158833503723,0.13953718543052673,0.0842244029045105,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,86716,2,1,142983,287721,0.0782608687877655,0.1195862889289856,-0.04132542014122009,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,86716,2,2,287720,287721,0.12365439534187317,0.1393977552652359,-0.015743359923362732,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,88047,5,1,125006,358731,0.08408142626285553,0.10070077329874039,-0.016619347035884857,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,88047,5,2,45132,358731,0.11697706580162048,0.08901933580636978,0.027957729995250702,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,88047,5,3,48626,358731,0.07873466610908508,0.0966368094086647,-0.01790214329957962,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,88047,5,4,68962,358731,0.07870759069919586,0.09459032863378525,-0.015882737934589386,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,88047,5,5,13403,358731,0.09414371103048325,0.07280893623828888,0.021334774792194366,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,90899,5,1,39979,2525,0.09700077027082443,0.11257268488407135,-0.015571914613246918,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,90899,5,2,51992,2525,0.026272360235452652,0.09229210764169693,-0.06601974740624428,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,90899,5,3,80608,2525,0.11018091440200806,0.09826181828975677,0.011919096112251282,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,90899,5,4,293679,2525,0.09468387067317963,0.09062756597995758,0.004056304693222046,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,90899,5,5,91105,2525,0.10829822719097137,0.10187079757452011,0.006427429616451263,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,97264,4,1,158574,7056,0.3122718334197998,0.12614253163337708,0.18612930178642273,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,97264,4,2,24032,7056,0.18238815665245056,0.11435975879430771,0.06802839785814285,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,97264,4,3,10898,7056,0.15109211206436157,0.1354588121175766,0.015633299946784973,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,97264,4,4,120338,7056,0.1262383610010147,0.1321433186531067,-0.00590495765209198,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,98769,4,1,230880,60012,0.04637700691819191,0.10821463912725449,-0.061837632209062576,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,98769,4,2,19829,60012,0.09498937427997589,0.10512594878673553,-0.010136574506759644,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,98769,4,3,12909,60012,0.07454773783683777,0.10103173553943634,-0.026483997702598572,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,98769,4,4,105652,60012,0.10919321328401566,0.10247160494327545,0.006721608340740204,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,100329,3,1,42237,8438,0.10722829401493073,0.13428707420825958,-0.027058780193328857,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,100329,3,2,36032,8438,0.14746204018592834,0.12145992368459702,0.02600211650133133,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,100329,3,3,42236,8438,0.1818806678056717,0.1322348564863205,0.049645811319351196,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,104963,6,1,782,1541,0.06036686524748802,0.11396817862987518,-0.05360131338238716,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,104963,6,2,293321,1541,0.08296632021665573,0.10177996009588242,-0.018813639879226685,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,104963,6,3,59265,1541,0.1793772280216217,0.14701679348945618,0.03236043453216553,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,104963,6,4,106868,1541,0.22882622480392456,0.12169258296489716,0.1071336418390274,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,104963,6,5,18744,1541,0.1375148892402649,0.12596914172172546,0.011545747518539429,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,104963,6,6,14416,1541,0.19539588689804077,0.11971081793308258,0.07568506896495819,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,121053,5,1,95901,63557,0.15684334933757782,0.14286461472511292,0.013978734612464905,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,121053,5,2,3522,63557,0.11025310307741165,0.1379511058330536,-0.027698002755641937,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,121053,5,3,118501,63557,0.1274232417345047,0.14250850677490234,-0.015085265040397644,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,121053,5,4,32285,63557,0.21174073219299316,0.13144245743751526,0.0802982747554779,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,121053,5,5,9812,63557,0.15012255311012268,0.11045535653829575,0.039667196571826935,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,123486,2,1,339147,9607,0.1561703085899353,0.11829935014247894,0.03787095844745636,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,123486,2,2,28364,9607,0.2616081237792969,0.13522323966026306,0.1263848841190338,1.0,0.15,0.85,0
amazon-sports-and-outdoors,valid,126297,3,1,164223,264408,0.0903567299246788,0.12342596054077148,-0.03306923061609268,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,126297,3,2,156761,264408,0.20654308795928955,0.13342027366161346,0.07312281429767609,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,126297,3,3,264407,264408,0.10390661656856537,0.14103694260120392,-0.03713032603263855,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,144746,4,1,11760,26053,0.282884806394577,0.12699691951274872,0.1558878868818283,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,144746,4,2,1455,26053,0.16150039434432983,0.11550571769475937,0.045994676649570465,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,144746,4,3,10642,26053,0.20221221446990967,0.12359791994094849,0.07861429452896118,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,144746,4,4,72555,26053,0.12545351684093475,0.1487722098827362,-0.023318693041801453,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,145067,5,1,27910,15523,0.1342291235923767,0.11854740232229233,0.01568172127008438,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,145067,5,2,27725,15523,0.13381916284561157,0.11900963634252548,0.01480952650308609,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,145067,5,3,143661,15523,0.04351454973220825,0.11403024196624756,-0.0705156922340393,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,145067,5,4,243161,15523,0.17587482929229736,0.09188227355480194,0.08399255573749542,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,145067,5,5,274035,15523,0.10158627480268478,0.12941136956214905,-0.027825094759464264,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,162568,1,1,166903,37882,0.10678332298994064,0.10263822972774506,0.004145093262195587,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,174711,4,1,352036,49152,0.20719799399375916,0.19039729237556458,0.01680070161819458,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,174711,4,2,10299,49152,0.2850193381309509,0.1845523566007614,0.10046698153018951,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,174711,4,3,287666,49152,0.1693168580532074,0.17049896717071533,-0.0011821091175079346,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,174711,4,4,53353,49152,0.12609046697616577,0.19307498633861542,-0.06698451936244965,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,177578,8,1,21928,35315,0.061177439987659454,0.14371879398822784,-0.08254135400056839,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,177578,8,2,314730,35315,0.07753126323223114,0.13686051964759827,-0.059329256415367126,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,177578,8,3,14043,35315,0.28799712657928467,0.1236494928598404,0.16434763371944427,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,177578,8,4,153147,35315,0.10026746988296509,0.13174574077129364,-0.03147827088832855,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,177578,8,5,259572,35315,0.12207088619470596,0.1359122097492218,-0.013841323554515839,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,177578,8,6,23106,35315,0.19823680818080902,0.14057841897010803,0.05765838921070099,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,177578,8,7,36001,35315,0.2746424078941345,0.1401224434375763,0.13451996445655823,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,177578,8,8,124166,35315,0.18083760142326355,0.14762648940086365,0.0332111120223999,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,183451,14,1,186254,129092,0.03303394094109535,0.12627384066581726,-0.09323989972472191,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,183451,14,2,68140,129092,0.1418897956609726,0.1246049553155899,0.01728484034538269,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,183451,14,3,156789,129092,0.15253928303718567,0.12310786545276642,0.02943141758441925,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,183451,14,4,31720,129092,0.12776008248329163,0.13120821118354797,-0.0034481287002563477,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,183451,14,5,103788,129092,0.09294065833091736,0.1258089244365692,-0.032868266105651855,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,183451,14,6,66841,129092,0.1559569537639618,0.1400323361158371,0.015924617648124695,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,183451,14,7,33905,129092,0.10728709399700165,0.1344563215970993,-0.027169227600097656,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,183451,14,8,210171,129092,0.19109593331813812,0.12430306524038315,0.06679286807775497,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,183451,14,9,27834,129092,0.16275747120380402,0.12160185724496841,0.0411556139588356,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,183451,14,10,24916,129092,0.28793609142303467,0.1343376338481903,0.15359845757484436,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,183451,14,11,1279,129092,0.1676492691040039,0.1029760017991066,0.06467326730489731,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,183451,14,12,28586,129092,0.14489513635635376,0.11702437698841095,0.02787075936794281,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,183451,14,13,73909,129092,0.1114538386464119,0.12991593778133392,-0.018462099134922028,0.0,0.1,-0.1,0
amazon-sports-and-outdoors,valid,183451,14,14,19154,129092,0.1709584891796112,0.14066150784492493,0.03029698133468628,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,194616,3,1,200166,60563,0.1723659634590149,0.151088684797287,0.021277278661727905,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,194616,3,2,54511,60563,0.24696658551692963,0.13762669265270233,0.1093398928642273,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,194616,3,3,63972,60563,0.11532893776893616,0.14715781807899475,-0.031828880310058594,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,196193,33,1,47064,38794,0.15354380011558533,0.11907313019037247,0.03447066992521286,0.0,0.2,-0.2,0
amazon-sports-and-outdoors,valid,196193,33,2,65893,38794,0.12538039684295654,0.1081462949514389,0.01723410189151764,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,196193,33,3,122941,38794,0.1700649857521057,0.09511397778987885,0.07495100796222687,0.0,0.25,-0.25,0
amazon-sports-and-outdoors,valid,196193,33,4,59326,38794,0.1824326515197754,0.10850640386343002,0.07392624765634537,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,196193,33,5,252420,38794,0.08236624300479889,0.10336889326572418,-0.021002650260925293,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,196193,33,6,35748,38794,0.11674457788467407,0.08882342278957367,0.027921155095100403,1.0,0.25,0.75,0
amazon-sports-and-outdoors,valid,196193,33,7,82580,38794,0.05950489640235901,0.10474638640880585,-0.04524149000644684,1.0,0.2,0.8,0
amazon-sports-and-outdoors,valid,196193,33,8,204430,38794,0.0749339908361435,0.09629347175359726,-0.021359480917453766,1.0,0.2,0.8,0
amazon-sports-and-outdoors,valid,196193,33,9,32072,38794,0.1061723381280899,0.10127788782119751,0.004894450306892395,1.0,0.1,0.9,0
amazon-sports-and-outdoors,valid,196193,33,10,12676,38794,0.09327507019042969,0.09724362194538116,-0.003968551754951477,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,196193,33,11,82782,38794,0.23402413725852966,0.11200709640979767,0.122017040848732,1.0,0.05,0.95,0
amazon-sports-and-outdoors,valid,196193,33,12,73774,38794,0.03234434127807617,0.09803755581378937,-0.0656932145357132,1.0,0.15,0.85,0
amazon-sports-and-outdoors,valid,196193,33,13,31779,38794,0.16635635495185852,0.10667704045772552,0.059679314494132996,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,196193,33,14,60259,38794,0.08184248208999634,0.09380953013896942,-0.011967048048973083,1.0,0.2,0.8,0
amazon-sports-and-outdoors,valid,196193,33,15,10535,38794,0.18014810979366302,0.09454918652772903,0.08559892326593399,0.0,0.2,-0.2,0
