dataset,split,recent_items,mean_percent,median_percent,q25_percent,q75_percent,n_users
amazon-all-beauty,valid,40,99.70409698235163,100.0,100.0,100.0,1253
amazon-all-beauty,valid,41,99.72189562687238,100.0,100.0,100.0,1253
amazon-all-beauty,valid,42,99.73576882710364,100.0,100.0,100.0,1253
amazon-all-beauty,valid,43,99.7479661536722,100.0,100.0,100.0,1253
amazon-all-beauty,valid,44,99.77502966694172,100.0,100.0,100.0,1253
amazon-all-beauty,valid,45,99.79802855714082,100.0,100.0,100.0,1253
amazon-all-beauty,valid,46,99.80282110357949,100.0,100.0,100.0,1253
amazon-all-beauty,valid,47,99.80920979456783,100.0,100.0,100.0,1253
amazon-all-beauty,valid,48,99.82348735118065,100.0,100.0,100.0,1253
amazon-all-beauty,valid,49,99.83722767971798,100.0,100.0,100.0,1253
amazon-all-beauty,valid,50,99.83949394885246,100.0,100.0,100.0,1253
amazon-all-beauty,valid,51,99.85037651449895,100.0,100.0,100.0,1253
amazon-all-beauty,valid,52,99.85428114203086,100.0,100.0,100.0,1253
amazon-all-beauty,valid,53,99.85968132063928,100.0,100.0,100.0,1253
amazon-all-beauty,valid,54,99.86653942871472,100.0,100.0,100.0,1253
amazon-all-beauty,valid,55,99.87817132491874,100.0,100.0,100.0,1253
amazon-all-beauty,valid,56,99.88283700511649,100.0,100.0,100.0,1253
amazon-all-beauty,valid,57,99.89339400792188,100.0,100.0,100.0,1253
amazon-all-beauty,valid,58,99.90184767588327,100.0,100.0,100.0,1253
amazon-all-beauty,valid,59,99.90295009966219,100.0,100.0,100.0,1253
amazon-all-beauty,valid,60,99.90686960567115,100.0,100.0,100.0,1253
amazon-all-beauty,valid,61,99.90826240896362,100.0,100.0,100.0,1253
amazon-all-beauty,valid,62,99.91766782691303,100.0,100.0,100.0,1253
amazon-all-beauty,valid,63,99.91986298267466,100.0,100.0,100.0,1253
amazon-all-beauty,valid,64,99.92453284722458,100.0,100.0,100.0,1253
amazon-all-beauty,valid,65,99.92515735394016,100.0,100.0,100.0,1253
amazon-all-beauty,valid,66,99.92518793049777,100.0,100.0,100.0,1253
amazon-all-beauty,valid,67,99.95842351995462,100.0,100.0,100.0,1253
amazon-all-beauty,valid,68,99.95842351995462,100.0,100.0,100.0,1253
amazon-all-beauty,valid,69,99.96621995410233,100.0,100.0,100.0,1253
amazon-all-beauty,valid,70,99.96783240312388,100.0,100.0,100.0,1253
amazon-all-beauty,valid,71,99.96783240312388,100.0,100.0,100.0,1253
amazon-all-beauty,valid,72,99.96783240312388,100.0,100.0,100.0,1253
amazon-all-beauty,valid,73,99.9701296491152,100.0,100.0,100.0,1253
amazon-all-beauty,valid,74,99.97028538194854,100.0,100.0,100.0,1253
amazon-all-beauty,valid,75,99.97290116443325,100.0,100.0,100.0,1253
amazon-all-beauty,valid,76,99.97290116443325,100.0,100.0,100.0,1253
amazon-all-beauty,valid,77,99.97487550814743,100.0,100.0,100.0,1253
amazon-all-beauty,valid,78,99.97623333080871,100.0,100.0,100.0,1253
amazon-all-beauty,valid,79,99.97623333080871,100.0,100.0,100.0,1253
amazon-all-beauty,valid,80,99.9764680081116,100.0,100.0,100.0,1253
amazon-all-beauty,valid,81,99.9813404362992,100.0,100.0,100.0,1253
amazon-all-beauty,valid,82,99.98276173657358,100.0,100.0,100.0,1253
amazon-all-beauty,valid,83,99.98276173657358,100.0,100.0,100.0,1253
amazon-all-beauty,valid,84,99.98295493446692,100.0,100.0,100.0,1253
amazon-all-beauty,valid,85,99.98433471003052,100.0,100.0,100.0,1253
amazon-all-beauty,valid,86,99.98433471003052,100.0,100.0,100.0,1253
amazon-all-beauty,valid,87,99.98447730497641,100.0,100.0,100.0,1253
amazon-all-beauty,valid,88,99.98447730497641,100.0,100.0,100.0,1253
amazon-all-beauty,valid,89,99.98447730497641,100.0,100.0,100.0,1253
amazon-all-beauty,valid,90,99.98671459850551,100.0,100.0,100.0,1253
amazon-all-beauty,valid,91,99.99307861623262,100.0,100.0,100.0,1253
amazon-all-beauty,valid,92,99.99307861623262,100.0,100.0,100.0,1253
amazon-all-beauty,valid,93,99.99307861623262,100.0,100.0,100.0,1253
amazon-all-beauty,valid,94,99.9953292482334,100.0,100.0,100.0,1253
amazon-all-beauty,valid,95,99.99790581134452,100.0,100.0,100.0,1253
amazon-all-beauty,valid,96,99.99830247015154,100.0,100.0,100.0,1253
amazon-all-beauty,valid,97,99.99936458453952,100.0,100.0,100.0,1253
amazon-all-beauty,valid,98,100.0,100.0,100.0,100.0,1253
amazon-all-beauty,valid,99,100.0,100.0,100.0,100.0,1253
amazon-all-beauty,valid,100,100.0,100.0,100.0,100.0,1253
amazon-all-beauty,test,1,26.474773304376104,12.976037732986704,0.0,43.294178140243716,1351
amazon-all-beauty,test,2,50.343121684412615,49.48573735636256,12.500652689776347,96.3904182651895,1351
amazon-all-beauty,test,3,67.6189650514237,82.62448207610622,37.401387708253125,100.0,1351
amazon-all-beauty,test,4,78.96661703702694,100.0,60.672835128866616,100.0,1351
amazon-all-beauty,test,5,85.00326713472911,100.0,87.76524785966964,100.0,1351
amazon-all-beauty,test,6,88.17964594906721,100.0,99.99999999999999,100.0,1351
amazon-all-beauty,test,7,90.54454072279319,100.0,99.99999999999999,100.0,1351
amazon-all-beauty,test,8,92.27995416992384,100.0,100.0,100.0,1351
amazon-all-beauty,test,9,93.27556155304589,100.0,100.0,100.0,1351
amazon-all-beauty,test,10,94.29806423454924,100.0,100.0,100.0,1351
amazon-all-beauty,test,11,95.20378297500284,100.0,100.0,100.0,1351
amazon-all-beauty,test,12,96.0002234940489,100.0,100.0,100.0,1351
amazon-all-beauty,test,13,96.46477324677086,100.0,100.0,100.0,1351
amazon-all-beauty,test,14,96.87932282249862,100.0,100.0,100.0,1351
amazon-all-beauty,test,15,97.2190658197288,100.0,100.0,100.0,1351
amazon-all-beauty,test,16,97.58941491341393,100.0,100.0,100.0,1351
amazon-all-beauty,test,17,97.82599551372651,100.0,100.0,100.0,1351
amazon-all-beauty,test,18,98.05953580229932,100.0,100.0,100.0,1351
amazon-all-beauty,test,19,98.27846985939192,100.0,100.0,100.0,1351
amazon-all-beauty,test,20,98.47707777185725,100.0,100.0,100.0,1351
amazon-all-beauty,test,21,98.64971239030474,100.0,100.0,100.0,1351
amazon-all-beauty,test,22,98.76305531431373,100.0,100.0,100.0,1351
amazon-all-beauty,test,23,98.86642478827036,100.0,100.0,100.0,1351
amazon-all-beauty,test,24,98.9975329668054,100.0,100.0,100.0,1351
amazon-all-beauty,test,25,99.07775731078455,100.0,100.0,100.0,1351
amazon-all-beauty,test,26,99.14059251801069,100.0,100.0,100.0,1351
amazon-all-beauty,test,27,99.19911470778761,100.0,100.0,100.0,1351
amazon-all-beauty,test,28,99.25302631901025,100.0,100.0,100.0,1351
amazon-all-beauty,test,29,99.31021295450388,100.0,100.0,100.0,1351
amazon-all-beauty,test,30,99.38133494358382,100.0,100.0,100.0,1351
amazon-all-beauty,test,31,99.43500484611121,100.0,100.0,100.0,1351
amazon-all-beauty,test,32,99.49169825702204,100.0,100.0,100.0,1351
amazon-all-beauty,test,33,99.5152832374429,100.0,100.0,100.0,1351
amazon-all-beauty,test,34,99.57202507198302,100.0,100.0,100.0,1351
amazon-all-beauty,test,35,99.60379143144328,100.0,100.0,100.0,1351
amazon-all-beauty,test,36,99.64003940286409,100.0,100.0,100.0,1351
amazon-all-beauty,test,37,99.6692102497434,100.0,100.0,100.0,1351
amazon-all-beauty,test,38,99.6816185525385,100.0,100.0,100.0,1351
amazon-all-beauty,test,39,99.70885306855718,100.0,100.0,100.0,1351
amazon-all-beauty,test,40,99.73095421032637,100.0,100.0,100.0,1351
amazon-all-beauty,test,41,99.73596290748058,100.0,100.0,100.0,1351
amazon-all-beauty,test,42,99.7513063452253,100.0,100.0,100.0,1351
amazon-all-beauty,test,43,99.76809895262413,100.0,100.0,100.0,1351
amazon-all-beauty,test,44,99.78173948440852,100.0,100.0,100.0,1351
amazon-all-beauty,test,45,99.80575726355043,100.0,100.0,100.0,1351
amazon-all-beauty,test,46,99.81774629594689,100.0,100.0,100.0,1351
amazon-all-beauty,test,47,99.82057639523327,100.0,100.0,100.0,1351
amazon-all-beauty,test,48,99.83426160373342,100.0,100.0,100.0,1351
amazon-all-beauty,test,49,99.83878716200438,100.0,100.0,100.0,1351
amazon-all-beauty,test,50,99.84674355291195,100.0,100.0,100.0,1351
amazon-all-beauty,test,51,99.86183349146083,100.0,100.0,100.0,1351
amazon-all-beauty,test,52,99.86794993680596,100.0,100.0,100.0,1351
amazon-all-beauty,test,53,99.87862805924912,100.0,100.0,100.0,1351
amazon-all-beauty,test,54,99.88771489089979,100.0,100.0,100.0,1351
amazon-all-beauty,test,55,99.89136530910875,100.0,100.0,100.0,1351
amazon-all-beauty,test,56,99.89954311164021,100.0,100.0,100.0,1351
amazon-all-beauty,test,57,99.91042152333752,100.0,100.0,100.0,1351
amazon-all-beauty,test,58,99.92295177920336,100.0,100.0,100.0,1351
amazon-all-beauty,test,59,99.93429977880822,100.0,100.0,100.0,1351
amazon-all-beauty,test,60,99.93501610146451,100.0,100.0,100.0,1351
amazon-all-beauty,test,61,99.93665300418107,100.0,100.0,100.0,1351
amazon-all-beauty,test,62,99.9378013246064,100.0,100.0,100.0,1351
amazon-all-beauty,test,63,99.93802176789059,100.0,100.0,100.0,1351
amazon-all-beauty,test,64,99.94324616948118,100.0,100.0,100.0,1351
amazon-all-beauty,test,65,99.94764375323628,100.0,100.0,100.0,1351
amazon-all-beauty,test,66,99.94936748546674,100.0,100.0,100.0,1351
amazon-all-beauty,test,67,99.95257795799647,100.0,100.0,100.0,1351
amazon-all-beauty,test,68,99.95594001994358,100.0,100.0,100.0,1351
amazon-all-beauty,test,69,99.95594001994358,100.0,100.0,100.0,1351
amazon-all-beauty,test,70,99.95748942033568,100.0,100.0,100.0,1351
amazon-all-beauty,test,71,99.95907126235709,100.0,100.0,100.0,1351
amazon-all-beauty,test,72,99.95907126235709,100.0,100.0,100.0,1351
amazon-all-beauty,test,73,99.95948887488503,100.0,100.0,100.0,1351
amazon-all-beauty,test,74,99.96107984559995,100.0,100.0,100.0,1351
amazon-all-beauty,test,75,99.96323888319321,100.0,100.0,100.0,1351
amazon-all-beauty,test,76,99.96349355119989,100.0,100.0,100.0,1351
amazon-all-beauty,test,77,99.96424300025502,100.0,100.0,100.0,1351
amazon-all-beauty,test,78,99.96690786147752,100.0,100.0,100.0,1351
amazon-all-beauty,test,79,99.96989030718746,100.0,100.0,100.0,1351
amazon-all-beauty,test,80,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,81,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,82,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,83,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,84,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,85,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,86,99.97577527895714,100.0,100.0,100.0,1351
amazon-all-beauty,test,87,99.97891633416157,100.0,100.0,100.0,1351
amazon-all-beauty,test,88,99.9791406071927,100.0,100.0,100.0,1351
amazon-all-beauty,test,89,99.98385054166327,100.0,100.0,100.0,1351
amazon-all-beauty,test,90,99.98916566643038,100.0,100.0,100.0,1351
amazon-all-beauty,test,91,99.98916566643038,100.0,100.0,100.0,1351
amazon-all-beauty,test,92,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,93,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,94,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,95,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,96,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,97,99.99571979682955,100.0,100.0,100.0,1351
amazon-all-beauty,test,98,99.99692664198206,100.0,100.0,100.0,1351
amazon-all-beauty,test,99,99.99945457937204,100.0,100.0,100.0,1351
amazon-all-beauty,test,100,100.0,100.0,100.0,100.0,1351
